#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
H2AX	SMC3	9606.ENSP00000434024	9606.ENSP00000354720	0	0	0	0	0.059	0.328	0.500	0.310	0.753
H2AX	H3-4	9606.ENSP00000434024	9606.ENSP00000355657	0	0.033	0	0	0.129	0.490	0.800	0.849	0.984
H2AX	PARP1	9606.ENSP00000434024	9606.ENSP00000355759	0	0	0	0	0.097	0.866	0	0.727	0.964
H2AX	H2BC21	9606.ENSP00000434024	9606.ENSP00000358151	0	0.081	0	0	0.246	0.725	0.400	0.986	0.998
H2AX	RPA2	9606.ENSP00000434024	9606.ENSP00000363017	0	0	0	0	0.058	0.095	0.500	0.584	0.799
H2AX	H2BC13	9606.ENSP00000434024	9606.ENSP00000366618	0	0.080	0	0	0.254	0.178	0.400	0.374	0.750
H2AX	MAPK8	9606.ENSP00000434024	9606.ENSP00000378974	0	0	0	0	0	0.629	0.500	0.753	0.950
H2AX	PAXIP1	9606.ENSP00000434024	9606.ENSP00000384048	0	0	0	0	0.056	0.560	0.500	0.612	0.908
H2AX	UHRF1	9606.ENSP00000434024	9606.ENSP00000479617	0	0	0	0	0.157	0.294	0.500	0.220	0.737
H2AX	H2BC15	9606.ENSP00000434024	9606.ENSP00000483903	0	0.081	0	0	0.254	0.178	0.400	0.372	0.749
H2AX	H2BU1	9606.ENSP00000434024	9606.ENSP00000479284	0	0.079	0	0	0.256	0.178	0.400	0.391	0.757
H2AX	H2BC9	9606.ENSP00000434024	9606.ENSP00000479169	0	0.081	0	0	0.257	0.385	0.400	0.372	0.813
H2AX	H2BC3	9606.ENSP00000434024	9606.ENSP00000482674	0	0.081	0	0	0.250	0.393	0.400	0.390	0.819
H2AX	H2BC17	9606.ENSP00000434024	9606.ENSP00000477527	0	0.081	0	0	0.259	0.427	0.400	0.413	0.837
H2AX	H2BC14	9606.ENSP00000434024	9606.ENSP00000477907	0	0.080	0	0	0.261	0.514	0.400	0.379	0.854
H2AX	H3C3	9606.ENSP00000434024	9606.ENSP00000484658	0	0.034	0	0	0.156	0.914	0	0.495	0.960
H2AX	H2BC11	9606.ENSP00000434024	9606.ENSP00000476136	0	0.080	0	0	0.258	0.933	0.400	0.381	0.980
H2AZ2	H4C6	9606.ENSP00000308405	9606.ENSP00000244537	0	0	0	0	0.674	0.950	0.500	0.455	0.995
H2AZ2	H2BC5	9606.ENSP00000308405	9606.ENSP00000289316	0	0	0	0	0.062	0.308	0.500	0.184	0.700
H2AZ2	H2BC13	9606.ENSP00000308405	9606.ENSP00000366618	0	0	0	0	0.060	0.308	0.500	0.187	0.700
H2AZ2	H2BC14	9606.ENSP00000308405	9606.ENSP00000477907	0	0	0	0	0.062	0.308	0.500	0.187	0.701
H2AZ2	H2BC9	9606.ENSP00000308405	9606.ENSP00000479169	0	0	0	0	0.069	0.336	0.500	0.162	0.706
H2AZ2	RBBP4	9606.ENSP00000308405	9606.ENSP00000362592	0	0	0	0	0.366	0.058	0.500	0.232	0.740
H2AZ2	PCNA	9606.ENSP00000308405	9606.ENSP00000368458	0	0	0	0	0.744	0.169	0	0.129	0.799
H2AZ2	H2BC18	9606.ENSP00000308405	9606.ENSP00000445831	0	0	0	0	0.667	0.336	0	0.162	0.799
H2AZ2	H3-4	9606.ENSP00000308405	9606.ENSP00000355657	0	0	0	0	0.140	0.309	0.500	0.487	0.827
H2AZ2	H3C13	9606.ENSP00000308405	9606.ENSP00000333277	0	0	0	0	0.282	0.309	0.500	0.486	0.855
H2AZ2	H2BC17	9606.ENSP00000308405	9606.ENSP00000477527	0	0	0	0	0.667	0.308	0.500	0.193	0.894
H2AZ2	H3C3	9606.ENSP00000308405	9606.ENSP00000484658	0	0	0	0	0.147	0.927	0	0.397	0.959
H2AZ2	H2BC21	9606.ENSP00000308405	9606.ENSP00000358151	0	0	0	0	0.061	0.927	0.500	0.717	0.989
H2AZ2	H3C12	9606.ENSP00000308405	9606.ENSP00000352252	0	0	0	0	0.584	0.927	0.500	0.519	0.991
H2BC11	H4C6	9606.ENSP00000476136	9606.ENSP00000244537	0	0.065	0	0	0.300	0.937	0.540	0.747	0.994
H2BC11	PARP2	9606.ENSP00000476136	9606.ENSP00000250416	0	0	0	0	0.059	0.941	0	0.151	0.948
H2BC11	MED1	9606.ENSP00000476136	9606.ENSP00000300651	0	0	0	0	0.052	0.800	0	0.057	0.805
H2BC11	H3C13	9606.ENSP00000476136	9606.ENSP00000333277	0	0.125	0	0	0.276	0.840	0.400	0.809	0.986
H2BC11	H2BC12	9606.ENSP00000476136	9606.ENSP00000349430	0	0	0.048	0.984	0.339	0.905	0.400	0.377	0.973
H2BC11	H3C12	9606.ENSP00000476136	9606.ENSP00000352252	0	0.124	0	0	0.259	0.914	0.400	0.815	0.992
H2BC11	H3-4	9606.ENSP00000476136	9606.ENSP00000355657	0	0.118	0	0	0.187	0.829	0.500	0.808	0.986
H2BC11	H2BC21	9606.ENSP00000476136	9606.ENSP00000358151	0	0	0.048	0.984	0.306	0.817	0.400	0.274	0.938
H2BC11	PSIP1	9606.ENSP00000476136	9606.ENSP00000370114	0	0	0	0	0	0.815	0	0.137	0.833
H2BC11	NSD2	9606.ENSP00000476136	9606.ENSP00000372351	0	0	0	0	0.044	0.820	0.500	0.096	0.912
H2BC11	H2BC3	9606.ENSP00000476136	9606.ENSP00000482674	0	0	0.048	0.984	0.311	0.354	0.400	0.043	0.712
H2BC11	H2BC9	9606.ENSP00000476136	9606.ENSP00000479169	0	0	0.048	0.984	0.436	0.297	0.400	0.043	0.744
H2BC11	H2BC17	9606.ENSP00000476136	9606.ENSP00000477527	0	0	0.048	0.984	0.501	0.319	0.400	0.044	0.780
H2BC11	H2BU1	9606.ENSP00000476136	9606.ENSP00000479284	0	0	0.049	0.983	0.084	0.817	0.400	0.042	0.892
H2BC11	H3C3	9606.ENSP00000476136	9606.ENSP00000484658	0	0.124	0	0	0.243	0.914	0	0.275	0.953
H2BC12	H4C6	9606.ENSP00000349430	9606.ENSP00000244537	0	0.065	0	0	0.265	0.956	0.400	0.887	0.997
H2BC12	PARP2	9606.ENSP00000349430	9606.ENSP00000250416	0	0	0	0	0.061	0.765	0	0.153	0.797
H2BC12	H2BC5	9606.ENSP00000349430	9606.ENSP00000289316	0	0	0.048	0.984	0.663	0.127	0.400	0.049	0.811
H2BC12	H3C13	9606.ENSP00000349430	9606.ENSP00000333277	0	0.125	0	0	0.223	0.896	0.400	0.881	0.994
H2BC12	H2BC9	9606.ENSP00000349430	9606.ENSP00000479169	0	0	0.048	0.984	0.476	0.297	0.400	0.043	0.762
H2BC12	PSIP1	9606.ENSP00000349430	9606.ENSP00000370114	0	0	0	0	0	0.815	0	0.134	0.833
H2BC12	H2BC17	9606.ENSP00000349430	9606.ENSP00000477527	0	0	0.048	0.984	0.330	0.764	0.400	0.043	0.897
H2BC12	NSD2	9606.ENSP00000349430	9606.ENSP00000372351	0	0	0	0	0	0.820	0.500	0.127	0.914
H2BC12	H2BC21	9606.ENSP00000349430	9606.ENSP00000358151	0	0	0.048	0.984	0.534	0.764	0.400	0.047	0.929
H2BC12	H3C3	9606.ENSP00000349430	9606.ENSP00000484658	0	0.125	0	0	0.210	0.914	0	0.598	0.973
H2BC12	H3-4	9606.ENSP00000349430	9606.ENSP00000355657	0	0.118	0	0	0.179	0.829	0.500	0.880	0.991
H2BC12	H3C12	9606.ENSP00000349430	9606.ENSP00000352252	0	0.125	0	0	0.212	0.914	0.400	0.931	0.997
H2BC13	H4C6	9606.ENSP00000366618	9606.ENSP00000244537	0	0.144	0	0	0.408	0.294	0.400	0.748	0.936
H2BC13	H3C13	9606.ENSP00000366618	9606.ENSP00000333277	0	0.053	0	0	0.352	0.288	0.400	0.813	0.942
H2BC13	H3C12	9606.ENSP00000366618	9606.ENSP00000352252	0	0.053	0	0	0.327	0.183	0.400	0.834	0.939
H2BC13	H3-4	9606.ENSP00000366618	9606.ENSP00000355657	0	0.051	0	0	0.210	0.288	0.500	0.811	0.940
H2BC13	H3C3	9606.ENSP00000366618	9606.ENSP00000484658	0	0.053	0	0	0.319	0.183	0	0.521	0.714
H2BC13	H2BC14	9606.ENSP00000366618	9606.ENSP00000477907	0	0	0.049	0.983	0.546	0.071	0.400	0.043	0.727
H2BC13	H2BU1	9606.ENSP00000366618	9606.ENSP00000479284	0	0	0.049	0.983	0.109	0.825	0.400	0.042	0.899
H2BC14	H4C6	9606.ENSP00000477907	9606.ENSP00000244537	0	0.060	0	0	0.561	0.946	0.400	0.829	0.997
H2BC14	H2BC5	9606.ENSP00000477907	9606.ENSP00000289316	0	0	0.048	0.984	0.332	0.812	0.400	0.048	0.919
H2BC14	PLK1	9606.ENSP00000477907	9606.ENSP00000300093	0	0	0	0	0.103	0	0.500	0.416	0.715
H2BC14	H3C13	9606.ENSP00000477907	9606.ENSP00000333277	0	0.125	0	0	0.286	0.850	0.400	0.811	0.987
H2BC14	H3C12	9606.ENSP00000477907	9606.ENSP00000352252	0	0.124	0	0	0.347	0.181	0.400	0.816	0.939
H2BC14	H3-4	9606.ENSP00000477907	9606.ENSP00000355657	0	0.118	0	0	0.228	0.286	0.500	0.810	0.945
H2BC14	H2BC21	9606.ENSP00000477907	9606.ENSP00000358151	0	0	0.048	0.984	0.127	0.835	0.400	0.046	0.907
H2BC14	H2BC18	9606.ENSP00000477907	9606.ENSP00000445831	0	0	0.049	0.983	0.109	0.812	0.400	0.042	0.891
H2BC14	H2BC17	9606.ENSP00000477907	9606.ENSP00000477527	0	0	0.049	0.983	0.769	0.812	0.400	0.043	0.971
H2BC14	H3C3	9606.ENSP00000477907	9606.ENSP00000484658	0	0.124	0	0	0.535	0.181	0	0.321	0.744
H2BC14	H2BC15	9606.ENSP00000477907	9606.ENSP00000483903	0	0	0.048	0.984	0.430	0.812	0.400	0.043	0.930
H2BC14	H2BC9	9606.ENSP00000477907	9606.ENSP00000479169	0	0	0.049	0.983	0.464	0.835	0.400	0.043	0.943
H2BC14	H2BC3	9606.ENSP00000477907	9606.ENSP00000482674	0	0	0.048	0.984	0.775	0.812	0.400	0.044	0.972
H2BC15	H4C6	9606.ENSP00000483903	9606.ENSP00000244537	0	0.060	0	0	0.412	0.874	0.400	0.744	0.987
H2BC15	H2BC5	9606.ENSP00000483903	9606.ENSP00000289316	0	0	0.048	0.984	0.224	0.812	0.400	0.050	0.906
H2BC15	H3C13	9606.ENSP00000483903	9606.ENSP00000333277	0	0.125	0	0	0.232	0.829	0.400	0.809	0.984
H2BC15	H3C12	9606.ENSP00000483903	9606.ENSP00000352252	0	0.125	0	0	0.259	0.183	0.400	0.812	0.929
H2BC15	H3-4	9606.ENSP00000483903	9606.ENSP00000355657	0	0.118	0	0	0.202	0.287	0.500	0.809	0.943
H2BC15	H2BC21	9606.ENSP00000483903	9606.ENSP00000358151	0	0	0.048	0.984	0.122	0.812	0.400	0.050	0.894
H2BC15	H2BC18	9606.ENSP00000483903	9606.ENSP00000445831	0	0	0.048	0.984	0.083	0.812	0.400	0	0.888
H2BC15	H2BC17	9606.ENSP00000483903	9606.ENSP00000477527	0	0	0.048	0.984	0.626	0.850	0.400	0.046	0.963
H2BC15	H2BC9	9606.ENSP00000483903	9606.ENSP00000479169	0	0	0.048	0.984	0.250	0.850	0.400	0.042	0.927
H2BC15	H2BC3	9606.ENSP00000483903	9606.ENSP00000482674	0	0	0.048	0.984	0.297	0.812	0.400	0.042	0.914
H2BC17	H4C6	9606.ENSP00000477527	9606.ENSP00000244537	0	0.066	0	0	0.815	0.937	0.400	0.746	0.998
H2BC17	H2BC5	9606.ENSP00000477527	9606.ENSP00000289316	0	0	0.048	0.984	0.430	0.850	0.400	0.045	0.945
H2BC17	H3C13	9606.ENSP00000477527	9606.ENSP00000333277	0	0.125	0	0	0.421	0.947	0.400	0.813	0.996
H2BC17	H3C12	9606.ENSP00000477527	9606.ENSP00000352252	0	0.124	0	0	0.796	0.183	0.400	0.882	0.987
H2BC17	H3-4	9606.ENSP00000477527	9606.ENSP00000355657	0	0.118	0	0	0.242	0.183	0.500	0.813	0.939
H2BC17	H2BC21	9606.ENSP00000477527	9606.ENSP00000358151	0	0	0.048	0.984	0.260	0.850	0.400	0.047	0.928
H2BC17	H2BC18	9606.ENSP00000477527	9606.ENSP00000445831	0	0	0.048	0.984	0.746	0.812	0.400	0.042	0.969
H2BC17	H3C3	9606.ENSP00000477527	9606.ENSP00000484658	0	0.124	0	0	0.427	0.183	0	0.380	0.712
H2BC17	H2BC9	9606.ENSP00000477527	9606.ENSP00000479169	0	0	0.048	0.984	0.766	0.812	0.400	0.044	0.971
H2BC17	H2BC3	9606.ENSP00000477527	9606.ENSP00000482674	0	0	0.048	0.984	0.762	0.866	0.400	0.045	0.979
H2BC18	H4C6	9606.ENSP00000445831	9606.ENSP00000244537	0	0.058	0	0	0.736	0.852	0.400	0.744	0.993
H2BC18	H2BC5	9606.ENSP00000445831	9606.ENSP00000289316	0	0	0.048	0.984	0.109	0.812	0.400	0.044	0.892
H2BC18	H3C13	9606.ENSP00000445831	9606.ENSP00000333277	0	0.114	0	0	0.320	0.829	0.400	0.813	0.986
H2BC18	H3C12	9606.ENSP00000445831	9606.ENSP00000352252	0	0.114	0	0	0.679	0.183	0.400	0.815	0.969
H2BC18	H3-4	9606.ENSP00000445831	9606.ENSP00000355657	0	0.112	0	0	0.174	0.183	0	0.811	0.872
H2BC18	H2BC21	9606.ENSP00000445831	9606.ENSP00000358151	0	0	0.048	0.984	0.137	0.835	0.400	0.046	0.909
H2BC18	H2BC9	9606.ENSP00000445831	9606.ENSP00000479169	0	0	0.048	0.984	0.086	0.812	0.400	0.042	0.888
H2BC18	H2BC3	9606.ENSP00000445831	9606.ENSP00000482674	0	0	0.048	0.984	0.107	0.812	0.400	0.042	0.891
H2BC21	H4C6	9606.ENSP00000358151	9606.ENSP00000244537	0	0.066	0	0	0.259	0.956	0.400	0.997	0.999
H2BC21	HIRIP3	9606.ENSP00000358151	9606.ENSP00000279392	0	0	0	0	0	0	0	0.760	0.760
H2BC21	SMC2	9606.ENSP00000358151	9606.ENSP00000286398	0	0	0	0	0	0.472	0.500	0.088	0.738
H2BC21	H2BC5	9606.ENSP00000358151	9606.ENSP00000289316	0	0	0.048	0.984	0.720	0.812	0.400	0.052	0.966
H2BC21	PLK1	9606.ENSP00000358151	9606.ENSP00000300093	0	0	0	0	0.074	0	0.500	0.448	0.722
H2BC21	H3C13	9606.ENSP00000358151	9606.ENSP00000333277	0	0.125	0	0	0.212	0.864	0.400	0.998	0.999
H2BC21	H3C12	9606.ENSP00000358151	9606.ENSP00000352252	0	0.124	0	0	0.192	0.836	0.400	0.999	0.999
H2BC21	H3-4	9606.ENSP00000358151	9606.ENSP00000355657	0	0.118	0	0	0.180	0.287	0.500	0.998	0.999
H2BC21	PARP1	9606.ENSP00000358151	9606.ENSP00000355759	0	0	0	0	0.062	0.276	0	0.673	0.759
H2BC21	KDM4A	9606.ENSP00000358151	9606.ENSP00000361473	0	0	0	0	0.042	0.094	0.500	0.419	0.714
H2BC21	UHRF1	9606.ENSP00000358151	9606.ENSP00000479617	0	0	0	0	0	0.187	0.500	0.390	0.730
H2BC21	PRMT6	9606.ENSP00000358151	9606.ENSP00000359095	0	0	0	0	0	0.314	0.500	0.291	0.735
H2BC21	NSD2	9606.ENSP00000358151	9606.ENSP00000372351	0	0	0	0	0	0.270	0.500	0.355	0.744
H2BC21	TBL1XR1	9606.ENSP00000358151	9606.ENSP00000405574	0	0	0	0	0	0.302	0.400	0.566	0.802
H2BC21	RBBP4	9606.ENSP00000358151	9606.ENSP00000362592	0	0	0	0	0	0.353	0.500	0.569	0.848
H2BC21	H2BC3	9606.ENSP00000358151	9606.ENSP00000482674	0	0	0.048	0.984	0.117	0.812	0.400	0.047	0.893
H2BC21	H2BC9	9606.ENSP00000358151	9606.ENSP00000479169	0	0	0.048	0.984	0.398	0.850	0.400	0.046	0.941
H2BC21	H3C3	9606.ENSP00000358151	9606.ENSP00000484658	0	0.124	0	0	0.190	0.829	0	0.816	0.974
H2BC3	H4C6	9606.ENSP00000482674	9606.ENSP00000244537	0	0.060	0	0	0.585	0.956	0.400	0.747	0.996
H2BC3	H2BC5	9606.ENSP00000482674	9606.ENSP00000289316	0	0	0.048	0.984	0.253	0.860	0.400	0.051	0.933
H2BC3	H3C13	9606.ENSP00000482674	9606.ENSP00000333277	0	0.125	0	0	0.273	0.873	0.400	0.812	0.989
H2BC3	H3C12	9606.ENSP00000482674	9606.ENSP00000352252	0	0.125	0	0	0.313	0.873	0.400	0.816	0.990
H2BC3	H3-4	9606.ENSP00000482674	9606.ENSP00000355657	0	0.118	0	0	0.253	0.183	0.500	0.809	0.939
H2BC3	RBBP4	9606.ENSP00000482674	9606.ENSP00000362592	0	0	0	0	0	0.452	0.500	0.117	0.737
H2BC3	RPA2	9606.ENSP00000482674	9606.ENSP00000363017	0	0	0	0	0	0.334	0.500	0.176	0.701
H2BC3	H2BC9	9606.ENSP00000482674	9606.ENSP00000479169	0	0	0.048	0.984	0.434	0.819	0.400	0.044	0.934
H2BC3	H3C3	9606.ENSP00000482674	9606.ENSP00000484658	0	0.125	0	0	0.430	0.829	0	0.378	0.940
H2BC5	H4C6	9606.ENSP00000289316	9606.ENSP00000244537	0	0.060	0	0	0.317	0.929	0.400	0.768	0.992
H2BC5	H3-4	9606.ENSP00000289316	9606.ENSP00000355657	0	0.118	0	0	0.186	0.287	0.500	0.796	0.938
H2BC5	H3C12	9606.ENSP00000289316	9606.ENSP00000352252	0	0.125	0	0	0.232	0.183	0.400	0.862	0.946
H2BC5	H2BC9	9606.ENSP00000289316	9606.ENSP00000479169	0	0	0.048	0.984	0.766	0.850	0.400	0.046	0.977
H2BC5	H3C13	9606.ENSP00000289316	9606.ENSP00000333277	0	0.125	0	0	0.242	0.850	0.400	0.796	0.985
H2BC9	H4C6	9606.ENSP00000479169	9606.ENSP00000244537	0	0.066	0	0	0.388	0.892	0.400	0.746	0.989
H2BC9	H3C13	9606.ENSP00000479169	9606.ENSP00000333277	0	0.125	0	0	0.230	0.873	0.400	0.810	0.988
H2BC9	H3C12	9606.ENSP00000479169	9606.ENSP00000352252	0	0.124	0	0	0.267	0.183	0.400	0.815	0.931
H2BC9	H3-4	9606.ENSP00000479169	9606.ENSP00000355657	0	0.118	0	0	0.208	0.287	0.500	0.810	0.944
H2BU1	H4C6	9606.ENSP00000479284	9606.ENSP00000244537	0	0.071	0	0	0.273	0.915	0.400	0.747	0.989
H2BU1	H3C13	9606.ENSP00000479284	9606.ENSP00000333277	0	0.123	0	0	0.202	0.829	0.400	0.814	0.984
H2BU1	H3C12	9606.ENSP00000479284	9606.ENSP00000352252	0	0.123	0	0	0.201	0.829	0.400	0.815	0.984
H2BU1	H3-4	9606.ENSP00000479284	9606.ENSP00000355657	0	0.117	0	0	0.174	0.183	0.500	0.813	0.934
H2BU1	H3C3	9606.ENSP00000479284	9606.ENSP00000484658	0	0.123	0	0	0.189	0.829	0	0.245	0.896
H3-4	H4C6	9606.ENSP00000355657	9606.ENSP00000244537	0	0.084	0	0	0.174	0.975	0.800	0.998	0.999
H3-4	PLK1	9606.ENSP00000355657	9606.ENSP00000300093	0	0	0	0	0.067	0.107	0.500	0.617	0.819
H3-4	MCM7	9606.ENSP00000355657	9606.ENSP00000307288	0	0	0	0	0.106	0.328	0	0.604	0.741
H3-4	H3C13	9606.ENSP00000355657	9606.ENSP00000333277	0	0	0.048	0.984	0.107	0.872	0.400	0	0.926
H3-4	SUV39H2	9606.ENSP00000355657	9606.ENSP00000346997	0	0	0	0	0.058	0.310	0	0.633	0.741
H3-4	H3C12	9606.ENSP00000355657	9606.ENSP00000352252	0	0	0.048	0.984	0.084	0.877	0.400	0.043	0.927
H3-4	SMC3	9606.ENSP00000355657	9606.ENSP00000354720	0	0	0	0	0.045	0.118	0.500	0.512	0.767
H3-4	PRMT6	9606.ENSP00000355657	9606.ENSP00000359095	0	0	0	0	0.062	0.126	0	0.687	0.721
H3-4	SETMAR	9606.ENSP00000355657	9606.ENSP00000373354	0	0	0	0	0.058	0.211	0	0.663	0.728
H3-4	IL6	9606.ENSP00000355657	9606.ENSP00000385675	0	0	0	0	0.086	0	0	0.734	0.746
H3-4	RPA2	9606.ENSP00000355657	9606.ENSP00000363017	0	0	0	0	0.111	0.098	0.500	0.461	0.755
H3-4	PARP1	9606.ENSP00000355657	9606.ENSP00000355759	0	0	0	0	0.053	0.368	0	0.626	0.757
H3-4	INCENP	9606.ENSP00000355657	9606.ENSP00000378295	0	0	0	0	0.077	0.133	0	0.777	0.806
H3-4	H3C3	9606.ENSP00000355657	9606.ENSP00000484658	0	0	0.048	0.984	0.127	0.800	0	0.046	0.820
H3-4	PAXIP1	9606.ENSP00000355657	9606.ENSP00000384048	0	0	0	0	0	0.063	0.500	0.699	0.846
H3-4	NSD2	9606.ENSP00000355657	9606.ENSP00000372351	0	0	0	0	0.060	0.373	0.500	0.794	0.931
H3-4	RBBP4	9606.ENSP00000355657	9606.ENSP00000362592	0	0	0	0	0.067	0.487	0	0.878	0.936
H3-4	PHF19	9606.ENSP00000355657	9606.ENSP00000483946	0	0	0	0	0.067	0.905	0	0.632	0.964
H3-4	UHRF1	9606.ENSP00000355657	9606.ENSP00000479617	0	0	0	0	0.057	0.982	0	0.875	0.997
H3-4	KDM4A	9606.ENSP00000355657	9606.ENSP00000361473	0	0	0	0	0	0.949	0.500	0.958	0.998
H3C12	SNAI1	9606.ENSP00000352252	9606.ENSP00000244050	0	0	0	0	0	0.370	0	0.575	0.721
H3C12	H4C6	9606.ENSP00000352252	9606.ENSP00000244537	0	0.069	0	0	0.788	0.989	0.800	0.998	0.999
H3C12	PARP2	9606.ENSP00000352252	9606.ENSP00000250416	0	0	0	0	0.051	0.609	0	0.324	0.727
H3C12	MCM4	9606.ENSP00000352252	9606.ENSP00000262105	0	0	0	0	0.095	0.616	0	0.552	0.831
H3C12	MCM2	9606.ENSP00000352252	9606.ENSP00000265056	0	0	0	0	0.106	0.969	0	0.226	0.977
H3C12	PLK1	9606.ENSP00000352252	9606.ENSP00000300093	0	0	0	0	0.083	0.107	0.500	0.619	0.823
H3C12	MCM7	9606.ENSP00000352252	9606.ENSP00000307288	0	0	0	0	0.129	0.436	0	0.755	0.869
H3C12	H3C13	9606.ENSP00000352252	9606.ENSP00000333277	0	0	0.048	0.985	0.237	0.927	0.800	0.043	0.988
H3C12	SUV39H2	9606.ENSP00000352252	9606.ENSP00000346997	0	0	0	0	0.058	0.310	0.400	0.634	0.838
H3C12	SETMAR	9606.ENSP00000352252	9606.ENSP00000373354	0	0	0	0	0.058	0.211	0	0.665	0.729
H3C12	IL6	9606.ENSP00000352252	9606.ENSP00000385675	0	0	0	0	0.086	0	0	0.734	0.746
H3C12	PARP1	9606.ENSP00000352252	9606.ENSP00000355759	0	0	0	0	0.073	0.402	0	0.626	0.775
H3C12	ORC4	9606.ENSP00000352252	9606.ENSP00000441953	0	0	0	0	0.063	0	0.500	0.572	0.782
H3C12	SMC3	9606.ENSP00000352252	9606.ENSP00000354720	0	0	0	0	0.103	0.145	0.500	0.512	0.788
H3C12	INCENP	9606.ENSP00000352252	9606.ENSP00000378295	0	0	0	0	0.093	0.168	0	0.776	0.816
H3C12	PAXIP1	9606.ENSP00000352252	9606.ENSP00000384048	0	0	0	0	0.049	0.063	0.500	0.695	0.846
H3C12	PRMT6	9606.ENSP00000352252	9606.ENSP00000359095	0	0	0	0	0.064	0.126	0.500	0.690	0.856
H3C12	PHF19	9606.ENSP00000352252	9606.ENSP00000483946	0	0	0	0	0.067	0.091	0.500	0.735	0.873
H3C12	NSD2	9606.ENSP00000352252	9606.ENSP00000372351	0	0	0	0	0.060	0.181	0.400	0.795	0.893
H3C12	H3C3	9606.ENSP00000352252	9606.ENSP00000484658	0	0	0.048	0.985	0.183	0.900	0	0.372	0.944
H3C12	UHRF1	9606.ENSP00000352252	9606.ENSP00000479617	0	0	0	0	0.074	0.916	0.500	0.874	0.994
H3C12	RBBP4	9606.ENSP00000352252	9606.ENSP00000362592	0	0	0	0	0.088	0.845	0.500	0.949	0.995
H3C12	KDM4A	9606.ENSP00000352252	9606.ENSP00000361473	0	0	0	0	0.043	0.952	0.400	0.972	0.999
H3C13	H4C6	9606.ENSP00000333277	9606.ENSP00000244537	0	0.070	0	0	0.234	0.980	0.800	0.998	0.999
H3C13	MCM2	9606.ENSP00000333277	9606.ENSP00000265056	0	0	0	0	0.099	0.961	0	0.206	0.970
H3C13	PLK1	9606.ENSP00000333277	9606.ENSP00000300093	0	0	0	0	0.074	0.107	0.500	0.626	0.824
H3C13	MED1	9606.ENSP00000333277	9606.ENSP00000300651	0	0	0	0	0.110	0.809	0	0.246	0.861
H3C13	PARP1	9606.ENSP00000333277	9606.ENSP00000355759	0	0	0	0	0.066	0.282	0	0.626	0.727
H3C13	SETMAR	9606.ENSP00000333277	9606.ENSP00000373354	0	0	0	0	0.058	0.211	0	0.663	0.728
H3C13	IL6	9606.ENSP00000333277	9606.ENSP00000385675	0	0	0	0	0.086	0	0	0.736	0.748
H3C13	ORC4	9606.ENSP00000333277	9606.ENSP00000441953	0	0	0	0	0.089	0	0.500	0.576	0.790
H3C13	SMC3	9606.ENSP00000333277	9606.ENSP00000354720	0	0	0	0	0.143	0.118	0.500	0.512	0.791
H3C13	PHF19	9606.ENSP00000333277	9606.ENSP00000483946	0	0	0	0	0.067	0.091	0.500	0.623	0.819
H3C13	INCENP	9606.ENSP00000333277	9606.ENSP00000378295	0	0	0	0	0.082	0.264	0	0.777	0.836
H3C13	SUV39H2	9606.ENSP00000333277	9606.ENSP00000346997	0	0	0	0	0.058	0.310	0.400	0.633	0.837
H3C13	PAXIP1	9606.ENSP00000333277	9606.ENSP00000384048	0	0	0	0	0.055	0.063	0.500	0.699	0.848
H3C13	PRMT6	9606.ENSP00000333277	9606.ENSP00000359095	0	0	0	0	0.078	0.354	0.500	0.690	0.895
H3C13	RBBP4	9606.ENSP00000333277	9606.ENSP00000362592	0	0	0	0	0.074	0.319	0.500	0.878	0.956
H3C13	H3C3	9606.ENSP00000333277	9606.ENSP00000484658	0	0	0.048	0.985	0.201	0.927	0	0.376	0.960
H3C13	PSIP1	9606.ENSP00000333277	9606.ENSP00000370114	0	0	0	0	0.057	0.905	0	0.647	0.965
H3C13	NSD2	9606.ENSP00000333277	9606.ENSP00000372351	0	0	0	0	0.060	0.911	0.400	0.794	0.988
H3C13	UHRF1	9606.ENSP00000333277	9606.ENSP00000479617	0	0	0	0	0.059	0.948	0.500	0.875	0.996
H3C13	KDM4A	9606.ENSP00000333277	9606.ENSP00000361473	0	0	0	0	0	0.905	0.400	0.958	0.997
H3C3	H4C6	9606.ENSP00000484658	9606.ENSP00000244537	0	0.069	0	0	0.331	0.915	0	0.832	0.990
H3C3	MCM2	9606.ENSP00000484658	9606.ENSP00000265056	0	0	0	0	0.088	0.938	0	0.159	0.949
H3C3	KDM4A	9606.ENSP00000484658	9606.ENSP00000361473	0	0	0	0	0	0.905	0	0.484	0.949
H3C3	RBBP4	9606.ENSP00000484658	9606.ENSP00000362592	0	0	0	0	0.067	0.306	0	0.591	0.712
H3C3	UHRF1	9606.ENSP00000484658	9606.ENSP00000479617	0	0	0	0	0.070	0.905	0	0.124	0.916
H4C6	SMC4	9606.ENSP00000244537	9606.ENSP00000341382	0	0	0	0	0.049	0.331	0.500	0.174	0.702
H4C6	TOP2A	9606.ENSP00000244537	9606.ENSP00000411532	0	0	0	0	0.049	0.630	0	0.306	0.734
